keyword	url	source
Sculptor	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sculptor	https://www.britannica.com/place/Sculptor-constellation	Britannica
Sculptor Dwarf	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sculptor Group	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Scuti Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Scutum	https://www.britannica.com/place/Scutum-constellation	Britannica
sdB	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
sdO	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Seasat	https://www.britannica.com/topic/Seasat	Britannica
Seasons	https://astro4edu.org/resources/glossary/term/300/	Astro4Edu
SEC	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Second	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Second Law of Thermodynamics	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Second Parameter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Second Quantization	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Second Superstring Revolution	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secondary Cosmic Rays	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secondary Mirror	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secular	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secular Acceleration	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secular Change	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secular Instability	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secular Parallax	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Secular Stability	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sedna	https://www.britannica.com/place/Sedna	Britannica
Seed Nuclei	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Seeing	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
seeing	https://www.britannica.com/science/seeing	Britannica
Sefer Yetzira	https://www.britannica.com/topic/Sefer-Yetzira	Britannica
Segmented Mirrors	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
seismic waves	https://hyperphysics.phy-astr.gsu.edu/hbase/waves/seismic.html	HyperPhysics
Selected Areas	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Selection Rule	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Selective Absorption	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Selectron	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Selene	https://www.britannica.com/topic/Selene-Greek-and-Roman-mythology	Britannica
Selenocentric	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Self-Absorption	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Self-Consistent Field Approach	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Self-Organisation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Semi-Conductor	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Semi-Convection	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Semi-Diameter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Semi-Forbidden Lines	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Semi-Major Axis	https://astro4edu.org/resources/glossary/term/393/	Astro4Edu
Semi-Major Axis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Semi-Minor Axis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Semi-Regular Variable	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
semicircular canals	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/eari.html	HyperPhysics
semiconductor	https://hyperphysics.phy-astr.gsu.edu/hbase/solids/intrin.html	HyperPhysics
Sense	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sequencer	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Serapis	https://www.britannica.com/topic/Serapis	Britannica
Serial Register	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Serpens	https://www.britannica.com/place/Serpens	Britannica
Serpentis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SETI	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SETI	https://www.britannica.com/event/SETI	Britannica
Sextans	https://www.britannica.com/place/Sextans	Britannica
Sextans Dwarf	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sextant	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Seyfert galaxies	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/galax.html	HyperPhysics
Seyfert galaxy	https://www.britannica.com/science/Seyfert-galaxy	Britannica
Seyfert's Sextet	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SFH	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SFR	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Shadow	https://astro4edu.org/resources/glossary/term/475/	Astro4Edu
Shadow Matter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Shane-Wirtanen Catalogue	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Shannon Wells Lucid	https://www.britannica.com/biography/Shannon-Wells-Lucid	Britannica
Shapash	https://www.britannica.com/topic/Shapash	Britannica
Shapley-Ames Catalogue	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Shaula	https://www.britannica.com/topic/Shaula	Britannica
Shavit	https://www.britannica.com/topic/Shavit	Britannica
Shear	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sheath	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sheikh Muszaphar Shukor	https://www.britannica.com/biography/Sheikh-Muszaphar-Shukor	Britannica
Shell Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Shen Kuo	https://www.britannica.com/biography/Shen-Kuo	Britannica
Shenzhou	https://www.britannica.com/technology/Shenzhou	Britannica
Shinsei	https://www.britannica.com/topic/Shinsei-Japanese-satellite	Britannica
Shock Wave	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
shock, electric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/shock.html	HyperPhysics
Shooting Star	https://astro4edu.org/resources/glossary/term/302/	Astro4Edu
Shooting Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Short Scale	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Shot Noise	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Shripati	https://www.britannica.com/biography/Shripati	Britannica
Shubhanshu Shukla	https://www.britannica.com/biography/Shubhanshu-Shukla	Britannica
SI Units	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Side Lobe	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sideband	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sidereal	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sidereal Day	https://astro4edu.org/resources/glossary/term/490/	Astro4Edu
Sidereal Day	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sidereal Hour Angle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sidereal Period	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
sidereal period	https://www.britannica.com/science/sidereal-period	Britannica
Sidereal Time	https://astro4edu.org/resources/glossary/term/303/	Astro4Edu
Sidereal Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Siderite	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Siderolite	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
siderostat	https://www.britannica.com/science/siderostat	Britannica
Siemens (S)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sievert (unit)	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/radrisk.html	HyperPhysics
Sigma	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Signal Band	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Signal-To-Noise Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Signature	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Silicon Burning	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sima Qian	https://www.britannica.com/biography/Sima-Qian	Britannica
Simon Marius	https://www.britannica.com/biography/Simon-Marius	Britannica
Simulations	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SIN	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sin	https://www.britannica.com/topic/Sin-Mesopotamian-god	Britannica
Singularity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Singularity Theorems	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sink	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
sinusoidal waves	https://hyperphysics.phy-astr.gsu.edu/hbase/waves/funhar.html	HyperPhysics
Sir George Darwin	https://www.britannica.com/biography/George-Darwin	Britannica
Sirius	https://astro4edu.org/resources/glossary/term/304/	Astro4Edu
Sirius	https://www.britannica.com/place/Sirius-star	Britannica
Sirius ( CMa)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SIS	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SIS Junction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SIT	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
sizes of the planets	https://www.britannica.com/science/sizes-of-the-planets-2229261	Britannica
Sky	https://astro4edu.org/resources/glossary/term/305/	Astro4Edu
Sky Map	https://astro4edu.org/resources/glossary/term/306/	Astro4Edu
Skylab	https://www.britannica.com/topic/Skylab	Britannica
Skylight	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SLAC	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Slepton	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Slew	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
slingshot orbit	https://hyperphysics.phy-astr.gsu.edu/hbase/doubal.html	HyperPhysics
Slow Nova	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
small body	https://www.britannica.com/science/small-body	Britannica
Small Magellanic Cloud	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Small Magellanic Cloud (SMC)	https://astro4edu.org/resources/glossary/term/500/	Astro4Edu
Small Solar System Body	https://astro4edu.org/resources/glossary/term/513/	Astro4Edu
SMART-1	https://www.britannica.com/topic/SMART-1	Britannica
Smatter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SMC X-1	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Smooth Space	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Snell's Law	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Snowplow Model	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SNR	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SNU	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sobieski	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SOFIA	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SOHO satellite	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/soho.html	HyperPhysics
Sol	https://www.britannica.com/topic/Sol-Roman-god	Britannica
Solar	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar   Neutrinos	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar and Heliospheric Observatory	https://www.britannica.com/topic/Solar-and-Heliospheric-Observatory	Britannica
Solar Apex	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar Burst	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar Calendar	https://astro4edu.org/resources/glossary/term/409/	Astro4Edu
solar calendar	https://www.britannica.com/science/solar-calendar	Britannica
Solar Constant	https://astro4edu.org/resources/glossary/term/307/	Astro4Edu
Solar Constant	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar constant	https://www.britannica.com/science/solar-constant	Britannica
Solar Cycle	https://astro4edu.org/resources/glossary/term/308/	Astro4Edu
Solar Cycle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar cycle	https://www.britannica.com/science/solar-cycle	Britannica
Solar Day	https://astro4edu.org/resources/glossary/term/309/	Astro4Edu
Solar Dynamics Observatory	https://www.britannica.com/topic/Solar-Dynamics-Observatory	Britannica
Solar Eclipse	https://astro4edu.org/resources/glossary/term/310/	Astro4Edu
solar eclipse	https://www.britannica.com/science/solar-eclipse	Britannica
Solar Energy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar energy	https://www.britannica.com/science/solar-energy	Britannica
Solar Flare	https://astro4edu.org/resources/glossary/term/311/	Astro4Edu
Solar Flare	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar flare	https://www.britannica.com/science/solar-flare	Britannica
Solar Mass	https://astro4edu.org/resources/glossary/term/312/	Astro4Edu
Solar Mass	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar Motion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar nebula	https://www.britannica.com/science/solar-nebula	Britannica
solar neutrino problem	https://www.britannica.com/science/solar-neutrino-problem	Britannica
Solar Neutrino Unit (SNU)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar Parallax	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar Phase Angle ()	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar Prominence	https://astro4edu.org/resources/glossary/term/313/	Astro4Edu
Solar Prominence	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar prominence	https://www.britannica.com/science/solar-prominence	Britannica
solar radiation	https://www.britannica.com/science/solar-radiation	Britannica
Solar Rotation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar System	https://astro4edu.org/resources/glossary/term/314/	Astro4Edu
Solar System	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar system	https://www.britannica.com/science/solar-system	Britannica
Solar System Concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/solarcon.html	HyperPhysics
Solar System Illustration	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/solill.html	HyperPhysics
Solar Terrestrial Relations Observatory	https://www.britannica.com/topic/Solar-Terrestrial-Relations-Observatory	Britannica
Solar Velocity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solar Wind	https://astro4edu.org/resources/glossary/term/315/	Astro4Edu
Solar Wind	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solar wind	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/solwin.html	HyperPhysics
solar wind	https://www.britannica.com/science/solar-wind	Britannica
solar wind power satellite	https://www.britannica.com/technology/solar-wind-power-satellite	Britannica
Solar Year	https://astro4edu.org/resources/glossary/term/316/	Astro4Edu
Solid Angle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solid-State	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Soliton	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Solstice	https://astro4edu.org/resources/glossary/term/317/	Astro4Edu
Solstice	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
solstice	https://hyperphysics.phy-astr.gsu.edu/hbase/eclip.html	HyperPhysics
solstice	https://www.britannica.com/science/solstice	Britannica
Sombrero Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sonde	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sosigenes of Alexandria	https://www.britannica.com/biography/Sosigenes-of-Alexandria	Britannica
sound intensity	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/intens.html	HyperPhysics
sound pressure	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/intens.html	HyperPhysics
sounding rocket	https://www.britannica.com/technology/sounding-rocket	Britannica
Source	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Source Function	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
South African National Space Agency	https://www.britannica.com/topic/South-African-National-Space-Agency	Britannica
South Atlantic Anomaly	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
South Celestial Pole (SCP)	https://astro4edu.org/resources/glossary/term/518/	Astro4Edu
South Galactic Pole	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
South Pole	https://astro4edu.org/resources/glossary/term/497/	Astro4Edu
Southern African Large Telescope	https://www.britannica.com/topic/Southern-African-Large-Telescope	Britannica
Southern Cross	https://astro4edu.org/resources/glossary/term/318/	Astro4Edu
Soyuz	https://www.britannica.com/technology/Soyuz	Britannica
Space	https://astro4edu.org/resources/glossary/term/319/	Astro4Edu
Space	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Space Charge Wave	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Space Curvature	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Space Debris	https://astro4edu.org/resources/glossary/term/320/	Astro4Edu
space debris	https://www.britannica.com/technology/space-debris	Britannica
space elevator	https://www.britannica.com/technology/space-elevator	Britannica
space exploration	https://www.britannica.com/science/space-exploration	Britannica
space law	https://www.britannica.com/topic/space-law	Britannica
Space Motion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
space shuttle	https://www.britannica.com/technology/space-shuttle	Britannica
Space Station	https://astro4edu.org/resources/glossary/term/321/	Astro4Edu
space station	https://www.britannica.com/technology/space-station	Britannica
Space Telescope	https://astro4edu.org/resources/glossary/term/322/	Astro4Edu
space tourism	https://www.britannica.com/topic/space-tourism	Britannica
Space Velocity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Space Weather	https://astro4edu.org/resources/glossary/term/323/	Astro4Edu
space weather	https://www.britannica.com/science/space-weather	Britannica
space-based solar power	https://www.britannica.com/technology/space-based-solar-power	Britannica
Space-Like Path	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Space-Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
space-time	https://www.britannica.com/science/space-time	Britannica
Space-Time Continuum	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Space-Time Foam	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spacecraft	https://astro4edu.org/resources/glossary/term/324/	Astro4Edu
spacecraft	https://www.britannica.com/technology/spacecraft	Britannica
spaceflight	https://www.britannica.com/science/spaceflight	Britannica
Spacelab	https://www.britannica.com/topic/Spacelab	Britannica
SpaceShipOne	https://www.britannica.com/topic/SpaceShipOne	Britannica
Spallation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SPAN	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spark Chamber	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spark Spectra	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sparticles	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Special Relativity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Specific Gravity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Specific Heat	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
specific heat	https://hyperphysics.phy-astr.gsu.edu/hbase/thermo/spht.html	HyperPhysics
Specific Intensity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Speckle Interferometry	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectra	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectral Bandwidth	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectral Classification	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spectral colors	https://hyperphysics.phy-astr.gsu.edu/hbase/vision/specol.html	HyperPhysics
Spectral Energy Distribution	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectral Index	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectral Line	https://astro4edu.org/resources/glossary/term/514/	Astro4Edu
Spectral Lines	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectral Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectral Series	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectral Type	https://astro4edu.org/resources/glossary/term/325/	Astro4Edu
Spectral Type	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spectral type	https://hyperphysics.phy-astr.gsu.edu/hbase/starlog/staspe.html	HyperPhysics
Spectral types	https://hyperphysics.phy-astr.gsu.edu/hbase/starlog/staspe.html	HyperPhysics
Spectrograph	https://astro4edu.org/resources/glossary/term/326/	Astro4Edu
Spectrograph	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectroheliograph	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectrometer	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectroscopic Binaries	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spectroscopic notation	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/hydcol.html	HyperPhysics
Spectroscopic Parallax	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectroscopy	https://astro4edu.org/resources/glossary/term/327/	Astro4Edu
Spectroscopy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectrum	https://astro4edu.org/resources/glossary/term/328/	Astro4Edu
Spectrum	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spectrum Variables	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Speed of Light	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
speed of light	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/ltrans.html	HyperPhysics
Speed-of-Light Circle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Sphere	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spheres	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spherical Aberration	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spherical polar coordinates	https://hyperphysics.phy-astr.gsu.edu/hbase/sphc.html	HyperPhysics
Spherical Space	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spica	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spica	https://www.britannica.com/place/Spica	Britannica
Spicule	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spicule	https://www.britannica.com/science/spicule-solar-feature	Britannica
Spin	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spin g-factor	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/zeeman.html	HyperPhysics
Spin Network	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spin, electron	https://hyperphysics.phy-astr.gsu.edu/hbase/spin.html	HyperPhysics
Spin-Flip Collisions	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spin-orbit effect	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/hydfin.html	HyperPhysics
spin-orbit interaction	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/hydfin.html	HyperPhysics
Spin-Up	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spinor	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spiral Arm	https://astro4edu.org/resources/glossary/term/415/	Astro4Edu
Spiral Density Wave	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spiral Galaxy	https://astro4edu.org/resources/glossary/term/330/	Astro4Edu
Spiral Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spiral Nebula	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spiritualism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spitzer Space Telescope	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/spitzer.html	HyperPhysics
Spitzer Space Telescope	https://www.britannica.com/topic/Spitzer-Space-Telescope	Britannica
Spitzer-Oort Hypothesis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spitzer-Schwarzschild Scattering Mechanism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spontaneous Emission	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spontaneous symmetry breaking	https://hyperphysics.phy-astr.gsu.edu/hbase/forces/unify.html	HyperPhysics
Spörer's Law of Zones	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SPOT	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Spring	https://astro4edu.org/resources/glossary/term/400/	Astro4Edu
Spring Equinox	https://astro4edu.org/resources/glossary/term/406/	Astro4Edu
spring potential energy	https://hyperphysics.phy-astr.gsu.edu/hbase/pespr.html	HyperPhysics
Sputnik	https://www.britannica.com/technology/Sputnik	Britannica
Sputnik 1	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
spy satellite	https://www.britannica.com/technology/spy-satellite	Britannica
Squark	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SS Cygni Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
SSB	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
SSPM	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Stability	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Stable Particle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
staged rocket	https://www.britannica.com/technology/staged-rocket	Britannica
Standard Big Bang Model	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
Standard Candle	https://astro4edu.org/resources/glossary/term/476/	Astro4Edu
Standard Candle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
standard candle	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/stdcand.html	HyperPhysics
standard candles	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/stdcand.html	HyperPhysics
